날짜,팀,상대팀,구장,상태,득점,실점,선발투수,이닝,투구수,피안타,사사구,자책점
2026-03-28,KIA,SSG,원정,종료,6,7,네일,6,84,2,1,0
2026-03-28,KT,LG,원정,종료,11,7,사우어,5,88,5,5,3
2026-03-28,LG,KT,홈,종료,7,11,치리노스,1,36,6,1,6
2026-03-28,NC,두산,홈,종료,6,0,구창모,5,87,2,1,0
2026-03-28,SSG,KIA,홈,종료,7,6,화이트,4,91,9,2,5
2026-03-28,두산,NC,원정,종료,0,6,플렉센,4,93,2,5,2
2026-03-28,롯데,삼성,원정,종료,6,3,로드리게스,5,101,2,5,0
2026-03-28,삼성,롯데,홈,종료,3,6,후라도,6,91,7,0,3
2026-03-28,키움,한화,원정,종료,9,10,알칸타라,5 ⅓,87,8,1,3
2026-03-28,한화,키움,홈,종료,10,9,에르난데스,4 ⅔,94,4,4,4
2026-03-29,KIA,SSG,원정,종료,6,11,이의리,2,52,4,3,4
2026-03-29,KT,LG,원정,종료,6,5,소형준,3,83,7,2,3
2026-03-29,LG,KT,홈,종료,5,6,임찬규,5,80,6,2,3
2026-03-29,NC,두산,홈,종료,6,9,테일러,5,97,4,2,2
2026-03-29,SSG,KIA,홈,종료,11,6,김건우,5,95,5,3,2
2026-03-29,두산,NC,원정,종료,9,6,곽빈,4,75,5,2,4
2026-03-29,롯데,삼성,원정,종료,6,2,비슬리,5,91,2,1,0
2026-03-29,삼성,롯데,홈,종료,2,6,최원태,6,83,7,2,2
2026-03-29,키움,한화,원정,종료,4,10,하영민,2,48,6,1,2
2026-03-29,한화,키움,홈,종료,10,4,왕옌청,5 ⅓,95,4,1,3
2026-03-31,KIA,LG,원정,종료,7,2,올러,6,85,3,1,0
2026-03-31,KT,한화,원정,종료,9,4,보쉴리,5,92,5,2,0
2026-03-31,LG,KIA,홈,종료,2,7,톨허스트,3,78,9,1,7
2026-03-31,NC,롯데,홈,종료,9,2,토다,5,79,3,4,2
2026-03-31,SSG,키움,홈,종료,9,3,베니지아노,5 ⅓,86,6,1,2
2026-03-31,두산,삼성,원정,종료,5,5,잭로그,7,84,4,1,2
2026-03-31,롯데,NC,원정,종료,2,9,박세웅,5,84,5,1,0
2026-03-31,삼성,두산,홈,종료,5,5,오러클린,3 ⅔,86,6,2,4
2026-03-31,키움,SSG,원정,종료,3,9,와일스,6,93,7,0,2
2026-03-31,한화,KT,홈,종료,4,9,화이트,2 ⅓,57,4,1,1
2026-04-01,KIA,LG,원정,종료,2,7,양현종,4,87,3,4,3
2026-04-01,KT,한화,원정,종료,14,11,고영표,5,93,7,1,3
2026-04-01,LG,KIA,홈,종료,7,2,송승기,4 ⅓,82,4,1,1
2026-04-01,NC,롯데,홈,종료,5,4,신민혁,5,85,5,3,2
2026-04-01,SSG,키움,홈,종료,2,11,타케다,4 ⅔,90,9,1,5
2026-04-01,두산,삼성,원정,종료,3,13,최승용,3,59,6,2,4
2026-04-01,롯데,NC,원정,종료,4,5,나균안,5,78,7,1,2
2026-04-01,삼성,두산,홈,종료,13,3,양창섭,5,78,6,1,2
2026-04-01,키움,SSG,원정,종료,11,2,배동현,5,85,5,1,0
2026-04-01,한화,KT,홈,종료,11,14,류현진,5,82,3,0,1
2026-04-02,KIA,LG,원정,종료,1,2,김태형,5,81,3,3,2
2026-04-02,KT,한화,원정,종료,13,8,오원석,6,82,4,0,1
2026-04-02,LG,KIA,홈,종료,2,1,웰스,6,83,7,0,1
2026-04-02,NC,롯데,홈,종료,8,4,버하겐,3,52,3,1,1
2026-04-02,SSG,키움,홈,종료,11,1,최민준,5,81,1,3,0
2026-04-02,두산,삼성,원정,종료,2,5,최민석,6,88,2,5,0
2026-04-02,롯데,NC,원정,종료,4,8,김진욱,4 ⅔,98,4,2,3
2026-04-02,삼성,두산,홈,종료,5,2,이승현,5,79,2,2,1
2026-04-02,키움,SSG,원정,종료,1,11,정현우,5,84,5,3,6
2026-04-02,한화,KT,홈,종료,8,13,문동주,4,70,7,2,5
2026-04-03,KIA,NC,홈,종료,2,5,네일,5,97,3,3,2
2026-04-03,KT,삼성,홈,종료,1,2,사우어,6,94,5,2,2
2026-04-03,LG,키움,원정,종료,2,5,치리노스,5,89,9,1,4
2026-04-03,NC,KIA,원정,종료,5,2,구창모,6,78,1,3,0
2026-04-03,SSG,롯데,원정,종료,17,2,화이트,7,101,6,4,2
2026-04-03,두산,한화,홈,종료,6,11,플렉센,1,18,0,1,1
2026-04-03,롯데,SSG,홈,종료,2,17,로드리게스,4,90,9,5,8
2026-04-03,삼성,KT,원정,종료,2,1,후라도,6,101,5,1,1
2026-04-03,키움,LG,홈,종료,5,2,알칸타라,6 ⅓,98,6,1,1
2026-04-03,한화,두산,원정,종료,11,6,에르난데스,5 ⅓,95,5,3,3
2026-04-04,KIA,NC,홈,종료,0,6,이의리,2 ⅔,76,4,6,3
2026-04-04,KT,삼성,홈,종료,6,8,소형준,6,94,9,1,6
2026-04-04,LG,키움,원정,종료,6,4,임찬규,5,99,9,1,3
2026-04-04,NC,KIA,원정,종료,6,0,테일러,5,94,3,5,0
2026-04-04,SSG,롯데,원정,종료,7,6,김건우,1 ⅓,38,3,3,4
2026-04-04,두산,한화,홈,종료,3,9,곽빈,4 ⅔,96,7,4,3
2026-04-04,롯데,SSG,홈,종료,6,7,비슬리,4,95,10,3,6
2026-04-04,삼성,KT,원정,종료,8,6,최원태,5,92,7,3,5
2026-04-04,키움,LG,홈,종료,4,6,하영민,5,105,4,5,1
2026-04-04,한화,두산,원정,종료,9,3,왕옌청,6 ⅓,85,5,2,0
2026-04-05,KIA,NC,홈,종료,3,0,올러,7,92,3,0,0
2026-04-05,KT,삼성,홈,종료,2,0,보쉴리,6,92,5,2,0
2026-04-05,LG,키움,원정,종료,6,5,톨허스트,6,91,2,2,1
2026-04-05,NC,KIA,원정,종료,0,3,토다,6,79,6,1,2
2026-04-05,SSG,롯데,원정,종료,4,3,베니지아노,5,90,8,2,3
2026-04-05,두산,한화,홈,종료,8,0,잭로그,6,93,4,2,0
2026-04-05,롯데,SSG,홈,종료,3,4,박세웅,5,92,6,3,3
2026-04-05,삼성,KT,원정,종료,0,2,오러클린,6,93,5,2,2
2026-04-05,키움,LG,홈,종료,5,6,와일스,5,94,8,2,4
2026-04-05,한화,두산,원정,종료,0,8,황준서,4 ⅓,71,3,2,2
2026-04-07,KIA,삼성,홈,종료,3,10,양현종,5 ⅔,91,2,2,1
2026-04-07,KT,롯데,원정,종료,7,3,고영표,5,87,6,2,1
2026-04-07,LG,NC,원정,종료,2,0,송승기,5,83,4,2,0
2026-04-07,NC,LG,홈,종료,0,2,버하겐,5,79,3,1,0
2026-04-07,SSG,한화,홈,종료,2,6,타케다,3,71,4,4,4
2026-04-07,두산,키움,홈,종료,2,5,최승용,5,84,3,2,1
2026-04-07,롯데,KT,홈,종료,3,7,나균안,4,90,2,3,0
2026-04-07,삼성,KIA,원정,종료,10,3,양창섭,5,89,5,3,3
2026-04-07,키움,두산,원정,종료,5,2,배동현,5 ⅓,85,5,1,2
2026-04-07,한화,SSG,원정,종료,6,2,류현진,6,93,4,2,2
2026-04-08,KIA,삼성,홈,종료,15,5,김태형,3 ⅓,88,9,3,5
2026-04-08,KT,롯데,원정,종료,1,6,오원석,4,84,6,1,1
2026-04-08,LG,NC,원정,종료,5,4,웰스,4,96,4,4,2
2026-04-08,NC,LG,홈,종료,4,5,신민혁,5,88,5,1,0
2026-04-08,SSG,한화,홈,종료,3,4,최민준,4 ⅓,75,4,3,0
2026-04-08,두산,키움,홈,종료,7,3,최민석,5 ⅔,98,3,4,0
2026-04-08,롯데,KT,홈,종료,6,1,김진욱,8,100,3,1,1
2026-04-08,삼성,KIA,원정,종료,5,15,이승현,2 ⅔,92,11,8,12
2026-04-08,키움,두산,원정,종료,3,7,정세영,4,76,4,2,3
2026-04-08,한화,SSG,원정,종료,4,3,문동주,5,92,5,2,2
2026-04-09,KIA,삼성,홈,우천취소,-,-,-,-,-,-,-,-
2026-04-09,KT,롯데,원정,우천취소,-,-,-,-,-,-,-,-
2026-04-09,LG,NC,원정,우천취소,-,-,-,-,-,-,-,-
2026-04-09,NC,LG,홈,우천취소,-,-,-,-,-,-,-,-
2026-04-09,SSG,한화,홈,우천취소,-,-,-,-,-,-,-,-
2026-04-09,두산,키움,홈,우천취소,-,-,-,-,-,-,-,-
2026-04-09,롯데,KT,홈,우천취소,-,-,-,-,-,-,-,-
2026-04-09,삼성,KIA,원정,우천취소,-,-,-,-,-,-,-,-
2026-04-09,키움,두산,원정,우천취소,-,-,-,-,-,-,-,-
2026-04-09,한화,SSG,원정,우천취소,-,-,-,-,-,-,-,-
2026-04-10,KIA,한화,원정,종료,6,5,네일,7,97,6,0,3
2026-04-10,KT,두산,홈,종료,7,8,사우어,6,91,7,3,4
2026-04-10,LG,SSG,홈,종료,10,2,치리노스,5,87,7,3,1
2026-04-10,NC,삼성,원정,종료,5,8,구창모,6,82,7,2,4
2026-04-10,SSG,LG,원정,종료,2,10,화이트,3 ⅔,96,8,3,5
2026-04-10,두산,KT,원정,종료,8,7,곽빈,6,102,1,4,0
2026-04-10,롯데,키움,원정,종료,3,1,로드리게스,8,104,4,0,1
2026-04-10,삼성,NC,홈,종료,8,5,후라도,6,97,6,1,1
2026-04-10,키움,롯데,홈,종료,1,3,알칸타라,6,98,10,0,3
2026-04-10,한화,KIA,홈,종료,5,6,에르난데스,5,87,4,2,3
2026-04-11,KIA,한화,원정,종료,6,5,이의리,4,67,5,1,4
2026-04-11,KT,두산,홈,종료,6,4,소형준,7,98,4,1,2
2026-04-11,LG,SSG,홈,종료,4,3,임찬규,5,92,10,2,2
2026-04-11,NC,삼성,원정,종료,4,5,테일러,5,97,5,5,5
2026-04-11,SSG,LG,원정,종료,3,4,김건우,6,95,4,2,1
2026-04-11,두산,KT,원정,종료,4,6,잭로그,6,98,9,0,3
2026-04-11,롯데,키움,원정,종료,3,1,비슬리,6,92,5,1,1
2026-04-11,삼성,NC,홈,종료,5,4,오러클린,3,70,3,3,4
2026-04-11,키움,롯데,홈,종료,1,3,와일스,7,102,5,0,0
2026-04-11,한화,KIA,홈,종료,5,6,왕옌청,6,85,6,0,1
2026-04-12,KIA,한화,원정,종료,9,3,올러,5,92,5,4,2
2026-04-12,KT,두산,홈,종료,6,1,보쉴리,6,103,4,1,0
2026-04-12,LG,SSG,홈,종료,9,1,톨허스트,6,94,4,2,0
2026-04-12,NC,삼성,원정,종료,3,9,토다,2,44,4,2,3
2026-04-12,SSG,LG,원정,종료,1,9,베니지아노,4 ⅓,103,5,3,4
2026-04-12,두산,KT,원정,종료,1,6,최승용,5 ⅓,92,5,2,4
2026-04-12,롯데,키움,원정,종료,0,2,박세웅,6,99,5,2,2
2026-04-12,삼성,NC,홈,종료,9,3,원태인,3 ⅔,69,4,1,0
